"Plot.Identifier","Plant.Common.Name","Plant.Order","Plant.Family","Plant.Genus","Plant.Species","Insect.Common.Name","Insect.Order","Insect.Family","Insect.Genus","Insect.Species","Notes","iNat.Link","Second.iNat.link","Park.Name","Month","Year","Insect_ID","Plant_ID","Interaction.ID","Habitat.Type","Habitat.Category","Park.Type","Insect_Status","Plant_Status","Interaction.Status.ID"
"HS-17","Tropic Croton","Malpighiales","Euphorbiaceae","Croton","glandulosus","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Highlands Scrub","September",2025,"Apis mellifera","Croton glandulosus","Croton glandulosus | Apis mellifera","Sand Pine Scrub","Scrub","Low human modification","Non-native","Native","Native | Non-native"
"HS-17","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","Highlands Scrub","September",2025,"Nathalis iole","Sphagneticola trilobata","Sphagneticola trilobata | Nathalis iole","Sand Pine Scrub","Scrub","Low human modification","Native","Non-native","Non-native | Native"
"HS-17","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Gray Hairstreak","Lepidoptera","Lycaenidae","Strymon","melinus","","","","Highlands Scrub","September",2025,"Strymon melinus","Bidens alba","Bidens alba | Strymon melinus","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"HS-17","Silkgrasses","Asterales","Asteraceae","Pityopsis","","Horace's Duskywing","Lepidoptera","Hesperiidae","Erynnis","horatius","","","","Highlands Scrub","September",2025,"Erynnis horatius","Genus Pityopsis","Genus Pityopsis | Erynnis horatius","Sand Pine Scrub","Scrub","Low human modification","Native","Unknown","Unknown | Native"
"HS-17","Camphorweed","Asterales","Asteraceae","Heterotheca","subaxillaris","Leafcutter, Mortar, and Resin Bees","Hymenoptera","Megachilidae","Megachile","","check id on iNat","https://www.inaturalist.org/observations/317659039","","Highlands Scrub","September",2025,"Genus Megachile","Heterotheca subaxillaris","Heterotheca subaxillaris | Genus Megachile","Sand Pine Scrub","Scrub","Low human modification","Unknown","Native","Native | Unknown"
"HS-17","Camphorweed","Asterales","Asteraceae","Heterotheca","subaxillaris","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Highlands Scrub","September",2025,"Apis mellifera","Heterotheca subaxillaris","Heterotheca subaxillaris | Apis mellifera","Sand Pine Scrub","Scrub","Low human modification","Non-native","Native","Native | Non-native"
"HS-17","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","White Checkered-Skipper","Lepidoptera","Hesperiidae","Burnsius","albezens","","https://www.inaturalist.org/observations/317659057","","Highlands Scrub","September",2025,"Burnsius albezens","Bidens alba","Bidens alba | Burnsius albezens","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"HS-17","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata","White Checkered-Skipper","Lepidoptera","Hesperiidae","Burnsius","albezens","","","","Highlands Scrub","September",2025,"Burnsius albezens","Sphagneticola trilobata","Sphagneticola trilobata | Burnsius albezens","Sand Pine Scrub","Scrub","Low human modification","Native","Non-native","Non-native | Native"
"HS-17","Camphorweed","Asterales","Asteraceae","Heterotheca","subaxillaris","Fiery Skipper","Lepidoptera","Hesperiidae","Hylephila","phyleus","","","","Highlands Scrub","September",2025,"Hylephila phyleus","Heterotheca subaxillaris","Heterotheca subaxillaris | Hylephila phyleus","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"HS-17","Flannel Weed","Malvales","Malvaceae","Sida","cordifolia","Yellows and Sulphurs","Lepidoptera","Pieridae","Phoebis","","check id on iNat","https://www.inaturalist.org/observations/317659060","","Highlands Scrub","September",2025,"Genus Phoebis","Sida cordifolia","Sida cordifolia | Genus Phoebis","Sand Pine Scrub","Scrub","Low human modification","Unknown","Non-native","Non-native | Unknown"
"HS-18","October Flower","Caryophyllales","Polygonaceae","Polygonella","polygama","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Highlands Scrub","September",2025,"Apis mellifera","Polygonella polygama","Polygonella polygama | Apis mellifera","Sand Pine Scrub","Scrub","Low human modification","Non-native","Native","Native | Non-native"
"HS-18","October Flower","Caryophyllales","Polygonaceae","Polygonella","polygama","Cassius Blue","Lepidoptera","Lycaenidae","Leptotes","cassius","","","","Highlands Scrub","September",2025,"Leptotes cassius","Polygonella polygama","Polygonella polygama | Leptotes cassius","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"QW-25","Sidebeak Pencilflower","Fabales","Fabaceae","Stylosanthes","biflora","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Quiet Waters","September",2025,"Eurema daira","Stylosanthes biflora","Stylosanthes biflora | Eurema daira","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"QW-25","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Quiet Waters","September",2025,"Eurema daira","Phyla nodiflora","Phyla nodiflora | Eurema daira","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-27","Sidebeak Pencilflower","Fabales","Fabaceae","Stylosanthes","biflora","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Vista View","October",2025,"Eurema daira","Stylosanthes biflora","Stylosanthes biflora | Eurema daira","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-27","Caribbean Stylo","Fabales","Fabaceae","Stylosanthes","hamata","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Vista View","October",2025,"Eurema daira","Stylosanthes hamata","Stylosanthes hamata | Eurema daira","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-27","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Vista View","October",2025,"Eurema daira","Richardia grandiflora","Richardia grandiflora | Eurema daira","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"VV-27","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Vista View","October",2025,"Syngamia florella","Richardia grandiflora","Richardia grandiflora | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"VV-28","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Phaon Crescent ","Lepidoptera","Nymphalidae","Phyciodes","phaon","","","","Vista View","October",2025,"Phyciodes phaon","Bidens alba","Bidens alba | Phyciodes phaon","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-28","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Vista View","October",2025,"Syngamia florella","Bidens alba","Bidens alba | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-28","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Phaon Crescent ","Lepidoptera","Nymphalidae","Phyciodes","phaon","","","","Vista View","October",2025,"Phyciodes phaon","Richardia grandiflora","Richardia grandiflora | Phyciodes phaon","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"VV-28","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Vista View","October",2025,"Syngamia florella","Richardia grandiflora","Richardia grandiflora | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"MK-38","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Gulf Fritillary","Lepidoptera","Nymphalidae","Dione ","vanillae","","","","Markham","October",2025,"Dione  vanillae","Bidens alba","Bidens alba | Dione  vanillae","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"MK-38","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","White Peacock","Lepidoptera","Nymphalidae","Anartia","jatrophae","","","","Markham","October",2025,"Anartia jatrophae","Bidens alba","Bidens alba | Anartia jatrophae","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"MK-38","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Markham","October",2025,"Syngamia florella","Phyla nodiflora","Phyla nodiflora | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"MK-38","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Markham","October",2025,"Eurema daira","Bidens alba","Bidens alba | Eurema daira","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"MK-38","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Markham","October",2025,"Syngamia florella","Spermacoce verticillata","Spermacoce verticillata | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"MK-38","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Markham","October",2025,"Syngamia florella","Bidens alba","Bidens alba | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"MK-38","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Phaon Crescent ","Lepidoptera","Nymphalidae","Phyciodes","phaon","","","","Markham","October",2025,"Phyciodes phaon","Bidens alba","Bidens alba | Phyciodes phaon","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"MK-38","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Phaon Crescent ","Lepidoptera","Nymphalidae","Phyciodes","phaon","","","","Markham","October",2025,"Phyciodes phaon","Phyla nodiflora","Phyla nodiflora | Phyciodes phaon","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"MK-38","Woodland False Buttonweed","Gentianales","Rubiaceae","Spermacoce","remota","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Markham","October",2025,"Syngamia florella","Spermacoce remota","Spermacoce remota | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"MK-38","Common Fanpetals","Malvales","Malvaceae","Sida","ulmifolia","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Markham","October",2025,"Eurema daira","Sida ulmifolia","Sida ulmifolia | Eurema daira","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"MK-39","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","White Peacock","Lepidoptera","Nymphalidae","Anartia","jatrophae","","","","Markham","October",2025,"Anartia jatrophae","Richardia grandiflora","Richardia grandiflora | Anartia jatrophae","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"MK-39","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Markham","October",2025,"Halictus poeyi","Bidens alba","Bidens alba | Halictus poeyi","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"MK-39","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Markham","October",2025,"Syngamia florella","Bidens alba","Bidens alba | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"MK-39","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Markham","October",2025,"Apis mellifera","Richardia grandiflora","Richardia grandiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"MK-39","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Markham","October",2025,"Syngamia florella","Richardia grandiflora","Richardia grandiflora | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"MK-39","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Markham","October",2025,"Halictus poeyi","Richardia grandiflora","Richardia grandiflora | Halictus poeyi","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"MK-39","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Gulf Fritillary","Lepidoptera","Nymphalidae","Dione ","vanillae","","","","Markham","October",2025,"Dione  vanillae","Richardia grandiflora","Richardia grandiflora | Dione  vanillae","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"MK-40","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Markham","October",2025,"Syngamia florella","Phyla nodiflora","Phyla nodiflora | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"MK-40","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Phaon Crescent ","Lepidoptera","Nymphalidae","Phyciodes","phaon","","","","Markham","October",2025,"Phyciodes phaon","Phyla nodiflora","Phyla nodiflora | Phyciodes phaon","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"MK-40","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Phaon Crescent ","Lepidoptera","Nymphalidae","Phyciodes","phaon","","","","Markham","October",2025,"Phyciodes phaon","Richardia grandiflora","Richardia grandiflora | Phyciodes phaon","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"CB-26","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","CB Smith","October",2025,"Syngamia florella","Spermacoce verticillata","Spermacoce verticillata | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
